point_victor,match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,server,serve_no,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_score_normal,p1_score_tiebreak,p2_score_normal,p2_score_tiebreak,p1_game_victor,p2_game_victor,p1_set_victor,p2_set_victor,p1_momentum_value,p2_momentum_value,p1_momentum_value_better
1,1406,17,18,843,1,5,25,0,0,2,2,2,1,11,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.512,0.818,1,121,4,1,2,1,0,1,0,2,2,0,0,0.454133539,4.146821115,-3.692687576
1,1406,17,18,863,1,5,26,0,0,2,2,2,1,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.087,9.626,3,122,3,1,0,1,0,2,0,2,2,0,0,0.503811347,4.147487841,-3.643676494
0,1406,17,18,885,1,5,27,0,0,2,2,2,2,12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.282,3.223,2,94,1,0,1,1,0,3,0,2,2,0,0,0.623526647,4.131108117,-3.507581471
1,1406,17,18,935,1,5,28,0,0,2,2,2,1,12,16,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.359,7.57,3,129,4,0,1,2,0,3,0,2,3,0,0,0.808238756,4.097016985,-3.288778229
1,1406,17,18,1044,1,6,29,0,0,2,3,1,2,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.406,11.891,4,104,2,0,0,0,0,0,0,2,3,0,0,1.050070066,4.045747431,-2.995677365
1,1406,17,18,1086,1,6,30,0,0,2,3,1,1,12,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.213,19.408,4,117,4,0,1,0,0,1,0,2,3,0,0,1.338938008,3.978954703,-2.640016695
0,1406,17,18,1132,1,6,31,0,0,2,3,1,2,13,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.259,11.694,3,107,0,0,0,0,0,2,0,2,3,0,0,1.663226615,3.899270517,-2.236043902
0,1406,17,18,1172,1,6,32,0,0,2,3,1,1,14,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.491,7.016,1,122,3,1,1,1,0,2,0,2,3,0,0,2.010460349,3.810103356,-1.799643006
0,1406,17,18,1195,1,6,33,0,0,2,3,1,2,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.536,48.045,11,95,2,0,1,2,0,2,0,2,3,0,0,2.367948563,3.715402575,-1.347454013
1,1406,17,18,1262,1,6,34,0,0,2,3,1,1,15,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.962,12.89,2,126,2,0,1,3,0,2,0,2,3,0,0,2.72337501,3.619404279,-0.896029269
1,1406,17,18,1304,1,6,35,0,0,2,3,1,1,15,20,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.626,34.832,8,110,2,0,0,3,0,3,0,2,3,0,0,3.065312823,3.526376103,-0.46106328
1,1406,17,18,1351,1,6,36,0,0,2,3,1,1,15,21,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,24.351,24.891,4,119,4,0,1,3,0,4,0,2,4,0,0,3.383651207,3.440376352,-0.056725145
1,1406,17,18,1389,1,7,37,0,0,2,4,2,1,15,22,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737,0.731,1,120,4,0,2,0,0,0,0,2,4,0,0,3.669925512,3.365040511,0.304885001
1,1406,17,18,1409,1,7,38,0,0,2,4,2,1,15,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.396,18.231,5,115,3,1,1,0,0,1,0,2,4,0,0,3.917547282,3.303405339,0.614141943
1,1406,17,18,1435,1,7,39,0,0,2,4,2,1,15,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.196,10.336,3,123,2,0,0,0,0,2,0,2,4,0,0,4.121935199,3.257777617,0.864157582
1,1406,17,18,1456,1,7,40,0,0,2,4,2,1,15,25,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.102,1.194,1,120,3,1,2,0,0,3,0,2,5,0,0,4.280551541,3.229651468,1.050900073
0,1406,17,18,1555,1,8,41,0,0,2,5,1,2,16,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.234,12.492,3,101,1,0,0,0,0,0,0,2,5,0,0,4.39285181,3.219675093,1.173176717
1,1406,17,18,1584,1,8,42,0,0,2,5,1,2,16,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.416,6.618,2,107,0,0,0,1,0,0,0,2,5,0,0,4.46015756,3.227664958,1.232492603
0,1406,17,18,1615,1,8,43,0,0,2,5,1,1,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.485,2.431,1,129,0,1,1,1,0,1,0,2,5,0,0,4.485464202,3.25266302,1.232801182
0,1406,17,18,1639,1,8,44,0,0,2,5,1,1,18,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,0.889,1,125,3,1,2,2,0,1,0,2,5,0,0,4.473196719,3.293030614,1.180166105
0,1406,17,18,1652,1,8,45,0,0,2,5,1,2,19,26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.869,10.153,3,114,1,1,1,3,0,1,0,3,5,0,0,4.428926818,3.34657113,1.082355688
1,1406,17,18,1690,1,9,46,0,0,3,5,2,2,19,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,80.29,74.112,19,105,1,0,1,0,0,0,0,3,5,0,0,4.359065123,3.410672698,0.948392425
0,1406,17,18,1756,1,9,47,0,0,3,5,2,2,20,27,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.507,3.28,0,0,1,1,2,0,0,1,0,3,5,0,0,4.27054171,3.482461728,0.788079982
1,1406,17,18,1795,1,9,48,0,0,3,5,2,1,20,28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,19.057,15.849,5,122,0,0,1,1,0,1,0,3,5,0,0,4.170487525,3.558958256,0.61152927
0,1406,17,18,1825,1,9,49,0,0,3,5,2,1,21,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.532,15.022,4,130,4,1,0,1,0,2,0,3,5,0,0,4.065928215,3.637224664,0.42870355
1,1406,17,18,1855,1,9,50,0,0,3,5,2,1,21,29,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617,0.816,1,126,4,1,2,2,0,2,0,3,5,0,0,3.963500594,3.714500364,0.249000231
1,1406,17,18,1901,1,9,51,0,0,3,5,2,2,21,30,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.628,14.619,3,107,2,0,0,2,0,3,0,3,6,0,1,3.869200495,3.788316294,0.080884201
1,1406,17,18,2059,2,1,52,0,1,0,0,1,1,21,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36.125,39,12,117,3,0,1,0,0,0,0,3,6,0,1,3.78816911,3.856584717,-0.068415607
1,1406,17,18,2095,2,1,53,0,1,0,0,1,2,21,32,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.945,2.499,0,0,4,1,2,0,0,1,0,3,6,0,1,3.724523222,3.917661406,-0.193138184
0,1406,17,18,2124,2,1,54,0,1,0,0,1,1,22,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.988,26.652,7,118,3,0,1,0,0,2,0,3,6,0,1,3.681232992,3.970379102,-0.28914611
0,1406,17,18,2156,2,1,55,0,1,0,0,1,1,23,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.912,46.092,11,128,2,0,1,1,0,2,0,3,6,0,1,3.660049199,4.014052764,-0.354003565
0,1406,17,18,2202,2,1,56,0,1,0,0,1,1,24,32,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,1.084,1,129,4,0,2,2,0,2,0,3,6,0,1,3.661480166,4.048458674,-0.386978508
0,1406,17,18,2223,2,1,57,0,1,0,0,1,2,25,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.152,9.342,3,94,1,0,0,3,0,2,0,4,6,0,1,3.684816992,4.073790816,-0.388973825
1,1406,17,18,2283,2,2,58,0,1,1,0,2,1,25,33,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7.525,8.255,3,125,4,0,0,0,0,0,0,4,6,0,1,3.728204246,4.090598976,-0.36239473
1,1406,17,18,2308,2,2,59,0,1,1,0,2,1,25,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.681,11.249,1,133,0,0,0,0,0,1,0,4,6,0,1,3.788751921,4.099713781,-0.31096186
0,1406,17,18,2330,2,2,60,0,1,1,0,2,1,26,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.743,11.972,4,125,3,1,0,0,0,2,0,4,6,0,1,3.862683327,4.102164316,-0.239480989
0,1406,17,18,2356,2,2,61,0,1,1,0,2,1,27,34,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.634,28.193,8,119,3,1,1,1,0,2,0,4,6,0,1,3.945512602,4.099093997,-0.153581395
1,1406,17,18,2390,2,2,62,0,1,1,0,2,2,27,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.218,16.832,3,106,1,0,0,2,0,2,0,4,6,0,1,4.032244822,4.091680151,-0.059435329
1,1406,17,18,2430,2,2,63,0,1,1,0,2,2,27,36,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.903,13.059,3,101,3,1,0,2,0,3,0,4,7,0,1,4.117591099,4.081062134,0.036528965
0,1406,17,18,2488,2,3,64,0,1,1,1,1,1,28,36,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.398,9.95,3,127,4,0,0,0,0,0,0,4,7,0,1,4.196190827,4.068282018,0.12790881
0,1406,17,18,2510,2,3,65,0,1,1,1,1,1,29,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.894,4.873,1,125,3,0,1,1,0,0,0,4,7,0,1,4.262833126,4.054240774,0.208592351
1,1406,17,18,2525,2,3,66,0,1,1,1,1,1,29,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.129,8.48,2,130,0,1,1,2,0,0,0,4,7,0,1,4.312669723,4.03967174,0.272997983
0,1406,17,18,2553,2,3,67,0,1,1,1,1,2,30,37,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.306,27.435,5,104,4,0,0,2,0,1,0,4,7,0,1,4.341411925,4.025131795,0.31628013
0,1406,17,18,2588,2,3,68,0,1,1,1,1,1,31,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925,5.401,1,127,4,1,0,3,0,1,0,5,7,0,1,4.345504903,4.011009482,0.334495422
0,1406,17,18,2686,2,4,69,0,1,2,1,2,1,32,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.71,12.076,4,115,2,0,0,0,0,0,0,5,7,0,1,4.322273382,3.997548048,0.324725333
1,1406,17,18,2710,2,4,70,0,1,2,1,2,2,32,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.932,8.742,1,114,1,0,1,1,0,0,0,5,7,0,1,4.270033755,3.984880344,0.285153411
1,1406,17,18,2750,2,4,71,0,1,2,1,2,1,32,39,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.505,10.854,3,121,1,0,1,1,0,1,0,5,7,0,1,4.188168864,3.973071677,0.215097187
1,1406,17,18,2775,2,4,72,0,1,2,1,2,1,32,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.11,17.552,5,106,3,1,1,1,0,2,0,5,7,0,1,4.077162873,3.962166153,0.11499672
1,1406,17,18,2803,2,4,73,0,1,2,1,2,1,32,41,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17.794,10.545,3,105,2,0,0,1,0,3,0,5,8,0,1,3.938595092,3.952231713,-0.013636621
1,1406,17,18,2838,2,5,74,0,1,2,2,1,2,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.484,25.351,6,105,2,0,0,0,0,0,0,5,8,0,1,3.775092953,3.943399174,-0.168306221
1,1406,17,18,2884,2,5,75,0,1,2,2,1,1,32,43,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64.842,96.4,18,119,3,1,0,0,0,1,0,5,8,0,1,3.590245816,3.935890928,-0.345645113
0,1406,17,18,2947,2,5,76,0,1,2,2,1,1,33,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,0.871,1,113,3,1,2,0,0,2,0,5,8,0,1,3.388482619,3.93003563,-0.541553011
0,1406,17,18,2971,2,5,77,0,1,2,2,1,1,34,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31.018,26.578,7,122,1,0,0,1,0,2,0,5,8,0,1,3.174917705,3.926266232,-0.751348527
0,1406,17,18,3014,2,5,78,0,1,2,2,1,1,35,43,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9,16.994,3,114,3,1,2,2,0,2,0,5,8,0,1,2.955170351,3.925099855,-0.969929504
0,1406,17,18,3042,2,5,79,0,1,2,2,1,1,36,43,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.013,28.576,9,125,0,0,1,3,0,2,0,6,8,0,1,2.735164529,3.927099424,-1.191934896
0,1406,17,18,3152,2,6,80,0,1,3,2,2,1,37,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.617,6.806,2,123,1,0,1,0,0,0,0,6,8,0,1,2.520916209,3.932818401,-1.411902192
1,1406,17,18,3175,2,6,81,0,1,3,2,2,2,37,44,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9.794,7.755,3,118,4,0,0,1,0,0,0,6,8,0,1,2.318316155,3.942731477,-1.624415322
0,1406,17,18,3218,2,6,82,0,1,3,2,2,2,38,44,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.618,2.767,0,0,5,2,0,1,0,1,0,6,8,0,1,2.132916357,3.957155392,-1.824239035
0,1406,17,18,3255,2,6,83,0,1,3,2,2,2,39,44,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24.963,21.712,6,100,2,0,1,2,0,1,0,6,8,0,1,1.969728329,3.976165263,-2.006436934
0,1406,17,18,3297,2,6,84,0,1,3,2,2,2,40,44,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2.224,1.662,0,0,3,1,2,3,0,1,0,7,8,0,1,1.833041187,3.999512719,-2.166471532
0,1406,17,18,3342,2,7,85,0,1,4,2,1,2,41,44,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20.154,25.137,5,102,2,0,0,0,0,0,0,7,8,0,1,1.726266724,4.026552777,-2.300286053
0,1406,17,18,3383,2,7,86,0,1,4,2,1,1,42,44,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.986,9.956,3,125,3,1,0,1,0,0,0,7,8,0,1,1.651817938,4.056186345,-2.404368407
0,1406,17,18,3409,2,7,87,0,1,4,2,1,1,43,44,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.956,10.459,3,118,3,0,2,2,0,0,0,7,8,0,1,1.611026135,4.086825206,-2.475799071
0,1406,17,18,3433,2,7,88,0,1,4,2,1,1,44,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.918,3.793,1,119,0,0,0,3,0,0,0,8,8,0,1,1.604100363,4.116385414,-2.512285051
1,1406,17,18,3521,2,8,89,0,1,5,2,2,2,44,45,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.893,7.728,3,91,4,0,0,0,0,0,0,8,8,0,1,1.630131353,4.14231367,-2.512182317
0,1406,17,18,3556,2,8,90,0,1,5,2,2,2,45,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.035,4.673,2,108,2,0,0,0,0,1,0,8,8,0,1,1.687140194,4.161649986,-2.474509792
1,1406,17,18,3585,2,8,91,0,1,5,2,2,1,45,46,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.849,0.927,1,116,4,0,2,1,0,1,0,8,8,0,1,1.772170321,4.171127423,-2.398957102
1,1406,17,18,3603,2,8,92,0,1,5,2,2,1,45,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.498,5.264,1,129,0,0,1,1,0,2,0,8,8,0,1,1.881419358,4.167307583,-2.285888225
1,1406,17,18,3618,2,8,93,0,1,5,2,2,1,45,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.554,14.034,1,116,4,0,0,1,0,3,0,8,9,0,1,2.010405637,4.146748394,-2.136342757
1,1406,17,18,3655,2,9,94,0,1,5,3,1,2,45,49,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.588,3.245,0,0,5,2,0,0,0,0,0,8,9,0,1,2.154162652,4.106197416,-1.952034764
1,1406,17,18,3687,2,9,95,0,1,5,3,1,1,45,50,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.18,37.835,10,124,3,1,0,0,0,1,0,8,9,0,1,2.307453025,4.042802537,-1.735349512
0,1406,17,18,3731,2,9,96,0,1,5,3,1,1,46,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25.102,24.802,7,125,0,0,0,0,0,2,0,8,9,0,1,2.464992947,3.954329067,-1.48933612
0,1406,17,18,3772,2,9,97,0,1,5,3,1,1,47,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15.681,18.46,3,125,0,1,1,1,0,2,0,8,9,0,1,2.621676831,3.839370949,-1.217694118
0,1406,17,18,3808,2,9,98,0,1,5,3,1,2,48,50,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,44.339,44.518,13,95,2,0,1,2,0,2,0,8,9,0,1,2.772791973,3.697542722,-0.924750749
1,1406,17,18,3879,2,9,99,0,1,5,3,1,1,48,51,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.881,13.455,4,130,4,1,0,3,0,2,0,8,9,0,1,2.914213007,3.529638651,-0.615425643
1,1406,17,18,3935,2,9,100,0,1,5,3,1,1,48,52,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.198,31.055,8,118,1,1,0,3,0,3,0,8,9,0,1,3.042566882,3.337745624,-0.295178742
0,1406,17,18,3978,2,9,101,0,1,5,3,1,1,49,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,44.503,46.703,13,129,2,0,0,3,0,4,0,8,9,0,1,3.155359899,3.125298057,0.030061842
0,1406,17,18,4032,2,9,102,0,1,5,3,1,1,50,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.386,5.311,1,132,0,1,1,3,0,3,0,8,9,0,1,3.251060349,2.897065176,0.353995174
1,1406,17,18,4080,2,9,103,0,1,5,3,1,2,50,53,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.521,6.888,2,110,0,1,0,4,0,3,0,8,9,0,1,3.329131892,2.659063949,0.670067943
0,1406,17,18,4127,2,9,104,0,1,5,3,1,1,51,53,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.501,13.387,3,113,3,1,0,3,0,3,0,8,9,0,1,3.390015822,2.418394904,0.971620918
1,1406,17,18,4162,2,9,105,0,1,5,3,1,1,51,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.935,10.912,2,128,3,0,1,4,0,3,0,8,9,0,1,3.43506222,2.183002452,1.252059768
1,1406,17,18,4197,2,9,106,0,1,5,3,1,1,51,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.79,8.967,2,119,3,1,0,3,0,3,0,8,9,0,1,3.466413265,1.961365554,1.505047712
0,1406,17,18,4231,2,9,107,0,1,5,3,1,1,52,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8.401,27.851,3,118,1,0,1,3,0,4,0,8,9,0,1,3.486844302,1.762130312,1.72471399
0,1406,17,18,4264,2,9,108,0,1,5,3,1,1,53,55,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,14.057,14.391,3,106,2,0,2,3,0,3,0,8,9,0,1,3.499571336,1.593699545,1.905871791
0,1406,17,18,4299,2,9,109,0,1,5,3,1,1,54,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.019,1.029,1,120,1,0,2,4,0,3,0,9,9,1,1,3.508034495,1.463799086,2.044235409
0,1406,17,18,4577,3,1,110,1,1,0,0,2,2,55,55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.999,0.778,0,0,4,0,2,0,0,0,0,9,9,1,1,3.515670697,1.379045127,2.136625569
1,1406,17,18,4614,3,1,111,1,1,0,0,2,1,55,56,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22.525,18.21,5,120,2,0,0,1,0,0,0,9,9,1,1,3.525687475,1.344535411,2.181152064
0,1406,17,18,4644,3,1,112,1,1,0,0,2,2,56,56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4.127,3.846,0,0,2,1,0,1,0,1,0,9,9,1,1,3.540852785,1.363493402,2.177359384
0,1406,17,18,4680,3,1,113,1,1,0,0,2,1,57,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12.878,10.631,2,114,3,1,0,2,0,1,0,9,9,1,1,3.563312968,1.436988022,2.126324946
0,1406,17,18,4704,3,1,114,1,1,0,0,2,2,58,56,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,10.262,6.665,2,102,4,0,0,3,0,1,0,10,9,1,1,3.594451265,1.563754163,2.030697101
0,1406,17,18,4765,3,2,115,1,1,1,0,1,2,59,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.637,18.471,5,97,2,0,1,0,0,0,0,10,9,1,1,3.634796656,1.740130339,1.894666316
0,1406,17,18,4816,3,2,116,1,1,1,0,1,2,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.025,6.243,1,112,4,0,1,1,0,0,0,10,9,1,1,3.683990352,1.960129161,1.723861191
0,1406,17,18,4847,3,2,117,1,1,1,0,1,1,61,56,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.027,12.496,3,118,3,1,0,2,0,0,0,10,9,1,1,3.740813167,2.215643891,1.525169276
0,1406,17,18,4871,3,2,118,1,1,1,0,1,1,62,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.445,3.837,1,121,2,0,1,3,0,0,0,11,9,1,1,3.803274097,2.49678979,1.306484307
0,1406,17,18,4906,3,3,119,1,1,2,0,2,2,63,56,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9.777,7.487,0,0,4,0,0,0,0,0,0,11,9,1,1,3.868755371,2.79236794,1.07638743
1,1406,17,18,4935,3,3,120,1,1,2,0,2,1,63,57,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,43.94,38.54,11,0,0,1,1,1,0,0,0,11,9,1,1,3.934206859,3.090432446,0.843774412
0,1406,17,18,4976,3,3,121,1,1,2,0,2,2,64,57,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.731,3.255,0,0,2,0,2,1,0,1,0,11,9,1,1,3.996375014,3.378928187,0.617446827
1,1406,17,18,5006,3,3,122,1,1,2,0,2,1,64,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.553,11.975,3,109,3,1,0,2,0,1,0,11,9,1,1,4.052054919,3.646367363,0.405687556
1,1406,17,18,5030,3,3,123,1,1,2,0,2,1,64,59,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.733,8.075,3,120,4,0,0,2,0,2,0,11,9,1,1,4.098343144,3.882501008,0.215842136
1,1406,17,18,5051,3,3,124,1,1,2,0,2,1,64,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.533,8.57,1,112,3,1,1,2,0,3,0,11,10,1,1,4.132877516,4.078935872,0.053941644
0,1406,17,18,5138,3,4,125,1,1,2,1,1,1,65,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19.708,26.431,7,114,3,1,1,0,0,0,0,11,10,1,1,4.154040007,4.229661307,-0.0756213
0,1406,17,18,5166,3,4,126,1,1,2,1,1,2,66,60,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.186,19.12,5,88,4,0,1,1,0,0,0,11,10,1,1,4.161109745,4.331435313,-0.170325568
0,1406,17,18,5213,3,4,127,1,1,2,1,1,1,67,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.695,7.888,1,127,4,1,0,2,0,0,0,11,10,1,1,4.154348235,4.383998939,-0.229650704
0,1406,17,18,5235,3,4,128,1,1,2,1,1,1,68,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.034,19.704,3,120,4,0,0,3,0,0,0,12,10,1,1,4.135009359,4.390095887,-0.255086528
0,1406,17,18,5270,3,5,129,1,1,3,1,2,2,69,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.802,57.047,14,108,4,0,0,0,0,0,0,12,10,1,1,4.105268259,4.355277058,-0.250008799
